Address,Neighborhood,Bedrooms,Bathrooms,Price,Sqft,Term,Rented,Date,Source,URL
"255 King St San Francisco, CA 94107",South of Market,2,2,4884,1112,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=3~4879269577893793778~yLpneuFkoKVPhStY-V0YwpKdz6PJSUvafAbTsMrvuwwQTUYGPIIs8zW3pJfWmBn4eZUjtCJQKBfjTb6lL9NYH1O3LQHyhU7Dw0xundYUVhW2bTJ9nwypoZ2de2NR-GPj7AhlG2TFcVAoQP8nl-2MH5ePq6mX3ESNuXhwflqAMhqYck1IpRHZvmAFjS2D5vfU7w6VnFy9vWqwiFmI17Ux1yFF1QiIg77mgc-VBof76u6LTYrnkGZvVX6KhbD_7ylz2e-II9FSc-gw2j3Dfk1AaJ7TIfZyTHecEa9fj_8WXMdbNd_3NkPneByZ-m9kWxuZEi0x3eyOalOOHiY5n9evjA==&rwebid=23007843&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,5005,1112,,FALSE,6/27/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~5936987320861794580~twX7SWIG_K1NyT7gMXUDVNEJz01Pfzp71JADsyzUUfCmrk52L1vv8S-y6lAYw1gNNgsFZQXvUk6eK1gDV6oBmeceLRdnWb3N0J1uZkFBNtQ4Y5Xd9rapj2_R8ed-V8Vgd6xsED9o6CKSq7IBafLc_HJr1tHpMoiHcKYPvYipSv37aNnvjAB7F1JhPvUktfS1Wpai_eMm0vqBFxKRsYzEtEEI66ASu2ASd028dMYouQ0t8wd8mGmky8cFdfuoyx6kDVGHz38mtl2oFl3-isJprEQl2pbyo513TqmfhVhS9-1HSkGaxzzaivH_4MeZYMmlECQq2gz8AxL8zombVP9bxA==&rwebid=23006805&rhost
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,2,2,5359,1112,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~3556392318576392093~k2m8WaOOEupx8mHAKgiZgsup8jWqinhVChfxsQej6OgmvzyQjQdVdIxyvd24CriVPl_biiwQS7ZzRhv8VL2pmCPVMDVJ3vsy7AXWUozmXzfOHRp6S9LwpWkivRlKZ1r2KSDdmtLxLtBuA2luXXqKfnC9GfUszF_zIJOuqLS-UqJqtb34UYiDcEwp2pPN3oQSOq1p2xA_0dU45EaaBmiDi6V5NTKiOYVTFeudH07OM9U-nQGtwe5bUE45H0DawMoOFTQlaZ8kNHf-nThhJliMSFMHCydkLdep7Ay0b7gE9Ixu18k9cS888L27ApUkHntCwAaVRtfZ-xCwaZHtru_Gfw==&rwebid=23511324&rhost
333 Main Street #7B,South Beach,2,2,4475,1113,,TRUE,8/23/2013,Climb SF,http://www.climbsf.com/for-rent/333-main-st-7b/
"1201 4th St San Francisco, CA 94158",Mission Bay,2,2,4845,1113,,FALSE,4/16/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~4169970683060272600~NmOLYrYoxMgNjr6_DK0iK_04iBKX7EEFIWsfcDXQLwt5Rdk1Vd7Nr_jByFXpSaEE39TgQjkL4YMToayCwVY3lBicBRiljszmSrw0i2V8WDmhWVquS6vMf9K5ktH1F6NM9gY_jx7IkGzGwy-yrcf4wLj8E_bd9di1OnnuwrzYwpK0hMPneBu0erae00c4W4Vn8soz0FvAl9dVYBUm5a6NS3z5zhyLBdW93kmd8cOrqF6VBmIHOcBsfvoxf5xtVRk7oQcSYMrryamLx1TKsLVwRiA9veLJSflqiS0sFfHuePpb0vYKNxnF2dPxEAfssxe4tnBTuBfYKhhWdf5hrwaFEA==&rwebid=23195118&rhost
"1201 4th St San Francisco, CA 94158",Mission Bay,2,2,4830,1113,,FALSE,4/16/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~1058059831667400181~_AjmX92liT1YUlQ6AzfyuGbO41DvSYCYaVXksNrMG6wRit40WkvZKd3XYaRkD65DggP7vaLcUX-mZ7gedcMJfgY1HwhEj0rsMM3HOuxsqvlmGKqlp-2z4CpJ7rNEpyT-2mmAvhFeoheWsJY43aJAKWP6IF0bCkvXfgmF12xYxaIt4ewD5ntkhiVBf99vOogETRPC1fmYJP0afmmhbw10rXzkmvoKWC0FBNEn8rX0UJdtCBEvFOhN2m2UqQNQ9ngsx8yYA2cN43Epwpizij_bUNvJXFT-Vh2XZDHruOrSAziMJecXHaskZRBpF0n_KOp55QNUiyP_l5Z0NKeg1iTIhw==&rwebid=23195664&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,5110,1114,,FALSE,6/25/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~2386924884705699349~KmpNMvfJOiLvYWqDMprf297fPTeKDPhCpQLiNafXaK33CablGyGMbjt7l0sXSTOk3yiCH4RabeNrRo_qT6B8FeSylteEyhVrZsxB5aQxIkYhYPvr4aC1vMM7zCGFju9J1tDFITKuZi_D4SSg6MHpOOv4LlmFbquX4Sjkm8YyyhqfaFSy55ccWcev3vevcb_xfNXorEk4EnIkootHf6AGeLYvB6n4vLeayxBZA2HlNGwIXTZim1EZ9Gnslgq2sThWgTHbMJgpmDVZjyq5xRE7zXJjNyjiAssWNjGl9MSAKzskWxMsbldgpN3Pi1l4a-Tv317KkBcunm4xTs0kc06Esw==&rwebid=23004380&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,5110,1114,,FALSE,4/3/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~2386924884705699349~KmpNMvfJOiLvYWqDMprf297fPTeKDPhCpQLiNafXaK33CablGyGMbjt7l0sXSTOk3yiCH4RabeNrRo_qT6B8FeSylteEyhVrZsxB5aQxIkYhYPvr4aC1vMM7zCGFju9J1tDFITKuZi_D4SSg6MHpOOv4LlmFbquX4Sjkm8YyyhqfaFSy55ccWcev3vevcb_xfNXorEk4EnIkootHf6AGeLYvB6n4vLeayxBZA2HlNGwIXTZim1EZ9Gnslgq2sThWgTHbMJgpmDVZjyq5xRE7zXJjNyjiAssWNjGl9MSAKzskWxMsbldgpN3Pi1l4a-Tv317KkBcunm4xTs0kc06Esw==&rwebid=23004380&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,5110,1114,,FALSE,2/7/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~2386924884705699349~KmpNMvfJOiLvYWqDMprf297fPTeKDPhCpQLiNafXaK33CablGyGMbjt7l0sXSTOk3yiCH4RabeNrRo_qT6B8FeSylteEyhVrZsxB5aQxIkYhYPvr4aC1vMM7zCGFju9J1tDFITKuZi_D4SSg6MHpOOv4LlmFbquX4Sjkm8YyyhqfaFSy55ccWcev3vevcb_xfNXorEk4EnIkootHf6AGeLYvB6n4vLeayxBZA2HlNGwIXTZim1EZ9Gnslgq2sThWgTHbMJgpmDVZjyq5xRE7zXJjNyjiAssWNjGl9MSAKzskWxMsbldgpN3Pi1l4a-Tv317KkBcunm4xTs0kc06Esw==&rwebid=23004380&rhost
81 Lansing Street #408,Rincon Hill,1,1,4600,1115,,TRUE,2/3/2015,Climb SF,http://www.climbsf.com/for-rent/81-lansing-st-408/
219 Brannan Street #7E,South Beach,2,2,5200,1116,,TRUE,10/15/2013,Climb SF,http://www.climbsf.com/for-rent/219-brannan-st-7e/
"100 Van Ness Ave San Francisco, CA 94102",Van Ness - Civic Center,2,2,5310,1117,,FALSE,12/11/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~6252354988902994676~iM0sO4Bqer9lmD7TnXGekJbnWrbIHPF2WMjzV5yCjP1tG7IgwT4FH8MFe0RsllljBbD4jz0RCrsNiHArWAbEa9OweTqu8OMLnP_7WuftMAjC_tdPdYAOfXLmWG-Q8OBTyORPg_ojX9qctX5gas6DiHc2VxWz1zyikcp2sAlIOMnHviqEF5sqqV7spPq3n-xOMA14qeFvzjlfcRBg6p21DJNKSPa6kyU8pwiFTf9NrzB81Aja_J-Rce1gef_EuXfrMsKS-rNvRNJ6vCeUb73maLB2qlXROEgHUU9Zcq88Y_Qu-Ogkbnw2uGv-CdvOcJ0EVKEARXrI6OMiRB23FTZivw==&rwebid=23530899&rhost
"900 Folsom St San Francisco, CA 94107",South of Market,2,2,4562,1121,,FALSE,2/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~441804343382765688~eC1JfNnYCv_fwx2X9iVCaUeRsR53Of7gRcFJ2XY5wOkk3IhAwCsEpQHpqPshPyw03S-cUkJ2AXaJQPpxV5Dlg8iTK7LGHm8RqEFbI_Qt0ETkR6By6CPNO9eNoEmQulCSvt4UjDH9z41zFaRvDkfkonnuKUgCbbbE2Ro198HN1WXge1CqRVj7-MVjymv7MFttZTL1cHei3WxaslQlg0bnwbpXLHfLFctWqoO9CYwxZ78ZvoFcGfr3itDHXNtP2p-cpDEvYAYWpCztw1S_UdcqCvpuDRLjUUk27G_oeqVXqIPRFB-wIXAPpbzAWeWkZpYSSvJAbAFHiUPX3jVS0qW7Gg==&rwebid=23349847&rhost
74 New Montgomery Street #416,Yerba Buena,2,2,4500,1123,,TRUE,4/22/2014,Climb SF,http://www.climbsf.com/for-rent/74-new-montgomery-st-416/
"255 King St San Francisco, CA 94107",South of Market,2,2,5095,1123,,FALSE,5/2/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7269198010887591098~EpMoPlatkH8oa9dMaENhaKgcI6IxC9Tfqdc6Ssd0gqqtkEwPnPRRPnjUBEWqlhSXZaXoI-K3pcp25hh044ZmqyIoQQ_h_ynoPLAIdxz85HAGq7YS0oL2-oid3C3JPGwI0_Phdd7OskZXXTWfLR6bf_38o9lMQnBRxNzSJqo9rqfzmyXyeXxOTNHNR-64K_mkUN4X7wB7cbrcR3EQw7F6dZNf_-PTZFMo5q719I0jSRUFSHBSElypF9AtMZZ5lhMk6wnu8uC0VGAxTYwTlcN7pBVc9RKDr6aePKZhrZdfGDm8NuZZ-TQIOyE3wfJUsucwWpZONwyGkxSTiyBegZaxhQ==&rwebid=23004780&rhost
"100 Van Ness Ave San Francisco, CA 94102",Van Ness - Civic Center,2,2,4550,1126,,FALSE,12/11/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~1141852237427101326~QDus8fMTLzVjciNY6sfKjqDJinTXmKld6UEwvwENe4Dw_ms0rrNqVbxLdgNqWUeZOqfmki0_wd8cxPTAoZCaQPBsGaGv6g315eeeyV4rbkJOUUII25pPx0mjOTL9dtDPgDHOtKVw20B08W9qZrgwtuHQEgcqfkjF-YzeIYnKYYDJz3qNb33lRj4pb2YwCfUen1RAkF7dFhBxZkOC4zTOWGq7CVAiSjEkZQ6ibA3g424Wns9nVAHpxRJ98RIPdrEfaHkDFR8dpQq2H1j7t6pPSXlhdNPRlO_4w0TQqfbeMq2wOPE0FH7N1BHyj0YpG6qWZd1W-MKZF7M_ziUkTeeTjg==&rwebid=23533151&rhost
"325 Octavia St San Francisco, CA 94102",Hayes Valley,2,2,5270,1127,,FALSE,12/22/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~1621181619617508076~wSTQ5XPpYiDbkttf34vLASwXia-UhyMJeMuXgJSet4CkfdD2DLM7bdbKXnYfF8guQ0AfMenIR5nzZa5pLSs_y2cVYr46zd0GMbBGqn8JwPdZbZJKT41aKC4YU9YghOdKo0kjan0k82xlYQF2GusqD8iBeOA-6Dypc5gjr6iHdXJwLTTF3oKP0lClj8bX4RG6wOUqCjppIVzJHCaAz_SnF0mVdQp0rUiJCp30p14G7qTVJH1ZnUHgSIe4ySoHy-FjGwBS00SOnqxrK-zHlklKWn10c7ZviAlOrTnJclEuq0znuLnSLfGLJ6MQidhw7kAG3hNZJwFjGsOoZq1rOfG8Mg==&rwebid=22995779&rhost
1880 Jackson Street,Pacific Heights,1,1,4800,1130,,TRUE,10/21/2014,Climb SF,http://www.climbsf.com/for-rent/1880-jackson-st-101/
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,2,2,5324,1130,,FALSE,6/30/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~5086139730140284514~nE4mWmtlvJdaXmlRfUjeob5EvBdokpmuCHUa_jQyNSAr3XMf7_f-LN9mGh5FjmuxcA8wUeUBxQEoXQsGQKFTJfV6kZ4r8Z-xGN7gzyGk3N_xSNi5SpBRYR9RvlqFjjXMB1gpm1usJRIsBb4n-tCbx26RWihCAYYUVQkapH4R1F7T6dpysl3iDaZaulGrSGmRspQP8Jo1eCoS41ryv24wM6ABOlp8HJQg-fACFRlPm2w290oG0FydG_33wPfKD2O8b_U1Zz035YskNrsSTCAmM5rbQnSbEAND5bnMwS3lK5DHILI-Th9qt9GWFMv6GrspEM8HbZafTHVFJB_h_rOSRA==&rwebid=23520013&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,2,2,5324,1130,,FALSE,10/23/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~5086139730140284514~nE4mWmtlvJdaXmlRfUjeob5EvBdokpmuCHUa_jQyNSAr3XMf7_f-LN9mGh5FjmuxcA8wUeUBxQEoXQsGQKFTJfV6kZ4r8Z-xGN7gzyGk3N_xSNi5SpBRYR9RvlqFjjXMB1gpm1usJRIsBb4n-tCbx26RWihCAYYUVQkapH4R1F7T6dpysl3iDaZaulGrSGmRspQP8Jo1eCoS41ryv24wM6ABOlp8HJQg-fACFRlPm2w290oG0FydG_33wPfKD2O8b_U1Zz035YskNrsSTCAmM5rbQnSbEAND5bnMwS3lK5DHILI-Th9qt9GWFMv6GrspEM8HbZafTHVFJB_h_rOSRA==&rwebid=23520013&rhost
"1155 4th St San Francisco, CA 94158",Mission Bay,2,2,4985,1131,,FALSE,4/17/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~3951368122815214183~fn_v_sLOjurnUnU0bvJKV70ho6JtcAvS24Z-W_YlaPN3dpmF8LSagpKV_bQQt_9PUXPm-rqiDzTHTtLXfIdXtr5Psb7xxYntgcjYYz0trUwB4Jg74BfBFdNKtMgXYHmWQhOWd3mPps0JIcsIeYpz4ffJuub5zSt0FitEc3-GDc57Ze7b-_FPQEtDuetCHtNyvQdhd2aJt-x-p-0MgurjTyHDMq0BEYN7_F0nueS1PQHsvTCX3zX_2FaXxg5JIjr19IJcFnBE3cCUK5hiCQWE5JPLJJQtkZxzqPYfxHbadtT6Bq6re7W_3AmWj0B552_s2AeMYHz7dxxb60fLycWsOA==&rwebid=23138987&rhost
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,2,2,4761,1133,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~724565480634834377~ygcgdzP3D7Oy7igOYJ8hE_gPwBxUuXcM9aMFmrHQihykta7Uyd1k9tTceI_FQooaXVuBIdblytg-0mwRQC7-tQdW97-ABnxyM_JV20SQZPIQuFiFHVGQpPChE0lwnobBhb_cPf-4ioJPhbWP1Kf22XcqgSxqlX8FL5t1vBg2C3aCQjeEUkGkSYA8Ml3UvJzGnDEhiAaoBnc2pThlzQAq2JNFCHgYJlSVg9WKbC3NdhICrQrYYDRgQRzc_lqhDIXd9t3beKJ2wwd6xVT8bxTdkdzMZuZgiSFajdQo1ECXRpXWhbly_AY22SbtTa1gmXVn44HxEoFAeFr0ZjAhyQ817A==&rwebid=23512861&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,2,2,5165,1133,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~4636889109803883179~uexO_FtkazLpJQJgDyRCvyRs1ZaJU8Tjqphf7yG6i-eDbc7K6eT_JwWUBAhM7a_3kXe8YNi0KrE3SIXS5zl8vN8FQmUF6wfZsweFFvZsDc3nvrThCwAeY7-CetkjkBesNz8pdnIL51tmstaKlLlXYyR-w_S-U71jWDyaKUaM1SLECNCwctEr4xnrx-RT6PRu79GAGGD8lR0SO3kP-1UO289yfOdXnqErOKMDRNH7To6fNWpB46GYzrX9gdY0hN2Bb-mEF7HS2IWhB6xmw6QcmROe32SLhvHrhnwvCU0u-rWr1F2lNlvenUiPC8rYtNf971zma_cHPCnLjEF1axQO3g==&rwebid=23520585&rhost
"1201 4th St San Francisco, CA 94158",Mission Bay,2,2,4079,1134,,FALSE,6/13/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~2695042983177331743~MeSCOjNC93RkBYK_g4OFnbfoX7P1u7Qtpe-1KMnbkfwIOhTaPc--JdHLbP_TjgJ4qvhVAgpD9VgyaQH7Zc9jwFo04-ofPBbFjxCWkqYSqdglHA6co3iEMsgSv7L8AkFJyc9kD50X113dNwzLyPwUr3PvQt2FFP01W8UWyTCc6u0D7BXd5ZZEc8FhalqKbKYqPIiNw-ZkiLqismnXRetR4Ks5fW4BEG5kCu0gskTT-AC3eAmaXhSuQ-KgfnruRmouocmvx11EFHogl6USEfBYMdT94_T9ED-9dXUxyuUMHvq0EaRQjdaRYRTeXtwe93nUa4WjC86-tjqefCYfBx2D6g==&rwebid=23196732&rhost
555 Bartlett Street #413,Inner Mission,2,2,4050,1135,,TRUE,9/10/2013,Climb SF,http://www.climbsf.com/for-rent/555-bartlett-st-413/
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,2,2,4723,1137,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=3~3876614919789356060~pbHzLaFhRFCZui33yFR1dqf_4bFYvlJxOqmtQ1U1vgGArwLTbGG0EE3xXmaH8epC8rUuLK8NDUqCR-9oIIBdXv2g1DSnKFuSRWdoUFKjZXF8WWYO2-1ayLR8V6OOIMxsxRoJOdX5PUcmerxJ30QOzoliPfQ4UoVi3dE1U7ho91nC3Ab53aRUeFgDM-LvsgDOFTkzQCEN5Shd06LyPTxil7Jk-zR0_79Ke2gygicqDtjRi0R2J0JHR777wHcI4qSGwcDUBtqKmN4VpNoVN5A0WtWeQojH09yrvpUdbIiT7KEdPtlUflcS2_Dn7geRa7l9gf9PMJTGX1CnETl3TY_J3w==&rwebid=23513223&rhost
296 Francisco Street,Telegraph Hill,2,1,5475,1138,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/60-rausch-st-304/
"255 King St San Francisco, CA 94107",South of Market,2,2,5030,1139,,FALSE,6/30/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~1787135415043887232~wDV6ql830DTw-o6bJL9sp2syNt7sVowAX_8aYdwOOKVzGBAVzkOVVtFav_SY75UkCXHDyo2ep-v1sQ6cDm7R60yfOpV3cz6iMckERpeRTh7_O9Md83LZXtpNR0DHXhGXIcjSp5FnznffqN15xut1WThqOjjJzoXCoVAD5ttTCE_w49vjEItUDAyX-TZZ5yOwexJUGLuEAK8hIrNCZFRC-8QKy3GOmnL-NGuW1trekQydwNDNoVaRVbIW6SnbKlPn7bmxDK_Vp6y2W9sx6OWAWyfcSbN9kjM1aTiaASyWbpvOxCzNLBFdlq-CMggwP7rCdMeydbJHXqJhXPEZ_BYniQ==&rwebid=23005755&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,5030,1139,,FALSE,2/15/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~1787135415043887232~wDV6ql830DTw-o6bJL9sp2syNt7sVowAX_8aYdwOOKVzGBAVzkOVVtFav_SY75UkCXHDyo2ep-v1sQ6cDm7R60yfOpV3cz6iMckERpeRTh7_O9Md83LZXtpNR0DHXhGXIcjSp5FnznffqN15xut1WThqOjjJzoXCoVAD5ttTCE_w49vjEItUDAyX-TZZ5yOwexJUGLuEAK8hIrNCZFRC-8QKy3GOmnL-NGuW1trekQydwNDNoVaRVbIW6SnbKlPn7bmxDK_Vp6y2W9sx6OWAWyfcSbN9kjM1aTiaASyWbpvOxCzNLBFdlq-CMggwP7rCdMeydbJHXqJhXPEZ_BYniQ==&rwebid=23005755&rhost
2 Mint Plaza #805,SOMA,1,1,4600,1145,,TRUE,6/24/2015,Climb SF,http://www.climbsf.com/for-rent/2-mint-plaza-805/
1328 Mission Street #5,SOMA,1,1.5,3600,1145,,TRUE,5/6/2014,Climb SF,http://www.climbsf.com/for-rent/1328-mission-st-5/
4236 Halleck Street,Emeryville,1,1,2900,1150,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/4236-halleck-st/
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,2,2,3935,1156,,FALSE,5/28/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~1263701002627218864~dZ0yFnZfT1zBLvOCAO_TXpBCnLmJ9pNUOcEx6l8hXA52Bpz-5hYHBBu9hSv_LLD93q2YkRcHN0fjOehMZ0DWmsryk5hzucOWhT717MmpoptHPkr6hGP5Q0rTIaNyFHgC6XfH57EAWL8mHJiQkIVO571gVA75m4zwlKSoXZqZ9l0PXVGyRjOlfA000_greT66cCGabkfMe-Bq7IMiFLpCFNrVFVfTIW3rjie035IrHXdQ29YauOfeWCnMJ8xiflAiazeBo2a3Kx6L0sZpGjlt6x5lXujinsucHp20i7oyQy1N3mOasJ1sD5A-GaIQatr_S3UduxDKsWsdIAIytnaqJA==&rwebid=22967663&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,2,2,3935,1156,,FALSE,3/27/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~1263701002627218864~dZ0yFnZfT1zBLvOCAO_TXpBCnLmJ9pNUOcEx6l8hXA52Bpz-5hYHBBu9hSv_LLD93q2YkRcHN0fjOehMZ0DWmsryk5hzucOWhT717MmpoptHPkr6hGP5Q0rTIaNyFHgC6XfH57EAWL8mHJiQkIVO571gVA75m4zwlKSoXZqZ9l0PXVGyRjOlfA000_greT66cCGabkfMe-Bq7IMiFLpCFNrVFVfTIW3rjie035IrHXdQ29YauOfeWCnMJ8xiflAiazeBo2a3Kx6L0sZpGjlt6x5lXujinsucHp20i7oyQy1N3mOasJ1sD5A-GaIQatr_S3UduxDKsWsdIAIytnaqJA==&rwebid=22967663&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,2,2,3935,1156,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~1263701002627218864~dZ0yFnZfT1zBLvOCAO_TXpBCnLmJ9pNUOcEx6l8hXA52Bpz-5hYHBBu9hSv_LLD93q2YkRcHN0fjOehMZ0DWmsryk5hzucOWhT717MmpoptHPkr6hGP5Q0rTIaNyFHgC6XfH57EAWL8mHJiQkIVO571gVA75m4zwlKSoXZqZ9l0PXVGyRjOlfA000_greT66cCGabkfMe-Bq7IMiFLpCFNrVFVfTIW3rjie035IrHXdQ29YauOfeWCnMJ8xiflAiazeBo2a3Kx6L0sZpGjlt6x5lXujinsucHp20i7oyQy1N3mOasJ1sD5A-GaIQatr_S3UduxDKsWsdIAIytnaqJA==&rwebid=22967663&rhost
140 South Van Ness Avenue #922,SOMA,2,2,3800,1160,,TRUE,7/3/2013,Climb SF,http://www.climbsf.com/for-rent/140-south-van-ness-ave-922/
300 Third Street #1114,SOMA,2,2,4100,1161,,TRUE,6/5/2013,Climb SF,http://www.climbsf.com/for-rent/300-3rd-st-1114/
301 Main Street #22A,South Beach,2,2,5800,1163,,TRUE,1/26/2015,Climb SF,http://www.climbsf.com/for-rent/301-main-st-22a/
301 Main Street #18A,South Beach,2,2,5800,1163,,TRUE,1/14/2015,Climb SF,http://www.climbsf.com/for-rent/301-main-st-18a/
"388 Beale St San Francisco, CA 94105",South Beach,2,2,5456,1164,,FALSE,5/21/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~2598691185973273785~ueKx4AjoMvBj71KoBgj20kDnUjUEJ7BBjLRweer2PBtHAVGVprBXp_1saMwJ4Yce62-a0Hh2d0w9H-5Mr8CtaSf74kmW369Ox0-e865dDcH_Ba8VmB5wbXXFXzJJ_v3Mzx4qUhKB_kObMoaxEIExNUnLSybKxhuB_2819Bi3CJzlfJQht0b53fy1jG3d3QarSmSjsshUtNDvGTSrrk5nVbW8h_If1k8Le7MdRy_onGI977rL_7YIpcLzesuvz_PZQYZjaiz8WERzmezaPwOIAuvja4g0diullNBDqc-ob4tFCfLcMhpzaPdgo4oy0OkDfQhKmAd3IJQeHDd0ud2DOQ==&rwebid=22982629&rhost
"388 Beale St San Francisco, CA 94105",South Beach,2,2,5456,1164,,FALSE,8/20/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~2598691185973273785~ueKx4AjoMvBj71KoBgj20kDnUjUEJ7BBjLRweer2PBtHAVGVprBXp_1saMwJ4Yce62-a0Hh2d0w9H-5Mr8CtaSf74kmW369Ox0-e865dDcH_Ba8VmB5wbXXFXzJJ_v3Mzx4qUhKB_kObMoaxEIExNUnLSybKxhuB_2819Bi3CJzlfJQht0b53fy1jG3d3QarSmSjsshUtNDvGTSrrk5nVbW8h_If1k8Le7MdRy_onGI977rL_7YIpcLzesuvz_PZQYZjaiz8WERzmezaPwOIAuvja4g0diullNBDqc-ob4tFCfLcMhpzaPdgo4oy0OkDfQhKmAd3IJQeHDd0ud2DOQ==&rwebid=22982629&rhost
"701 China Basin St San Francisco, CA 94158",Mission Bay,2,2,4533,1164,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~2274341657621981552~M3CGjDt1n3aGqk90uxDGQxlmlsM6OXg64ewGlsutPOm7y4inD0jQV1S4ruDQK-tBKldgh0pZvH_ChQdRHAnquVwrdVSSh6N3AkX6hQOPhW-xoZxiOTLxKy7ETRCmFDXkY_iFOwRf_Y4H9dNo4B_mEg2mnER0O-6oCL6dY_1sP1yAjXZteL6l_vhhTXqQTydSKqlXrsyoOumHU_24MDvu69IiSlIW2iOrPC-6su5z6iGAPgy50cHge83ov8Hpz28y_OgUEC5MGli3KuiLtOkKt4QnEopGy7G78zZtMrwlFD0m_htrm8RuHSYTCo7hKaK36cAUUJ7miZBqaSdyjcLkbg==&rwebid=23173697&rhost
"325 Octavia St San Francisco, CA 94102",Hayes Valley,2,2,5805,1165,,FALSE,5/27/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~8469160459949099393~SCzJiAka77Lb4hiomK5QTNeslwV11UyHS4ens28yOrQpHhN2W2cko--ouhDaRUz_043AwiVgKH53wLW1bUjbHremvPDTuFeoVr1sGR2yc_NUS_TYG0d1NM0CvvVuDtX2f77V_6AIGezNrw1H-w1L8Af4kAGhjlOHbnZ_gw6ds9zTwcpJp66tiyKz1JnsKVZbOAhXxMlfTxLFHESK5p_CdLYjabbKBdtl_oGX-_ZzKV9BOxDwmJn_scSJbYkyZumNdQbdW6Xibhp9_5hf9gB5PhejVULyX9qpkUdwZ4nO00K4cxiTUftFKgxRLd4cgfMJDWxSNX8_nFor8Iq_pwxAWg==&rwebid=22994794&rhost
18 Lansing Street #201,Rincon Hill,2,2,3700,1173,,TRUE,11/25/2013,Climb SF,http://www.climbsf.com/for-rent/18-lansing-st-201/
601 Fourth Street #226,South Beach,1,1.5,3650,1174,,TRUE,3/25/2015,Climb SF,http://www.climbsf.com/for-rent/601-4th-st-226/
970 Duncan Street #304F,Diamond Heights,2,2,3300,1175,,TRUE,1/13/2014,Climb SF,http://www.climbsf.com/for-rent/970-duncan-st-304f/
